Unnamed: 0,Age,Sex,Job,Housing,Saving accounts,Credit amount,Duration,Purpose
680,56,0,2,0,1,1538,6,1.0
681,37,1,2,1,0,2279,12,0.0
682,33,1,2,0,1,1478,15,0.0
683,47,1,2,1,1,5103,24,0.0
684,31,1,1,0,2,9857,36,
685,34,1,2,1,0,6527,60,3.0
686,27,1,2,0,0,1347,10,0.0
687,30,1,2,1,2,2862,36,3.0
688,35,1,2,0,2,2753,9,0.0
689,31,1,2,0,3,3651,12,3.0
690,25,1,2,0,1,975,15,2.0
691,25,0,1,0,2,2631,15,
692,29,1,2,0,2,2896,24,0.0
693,44,1,1,0,0,4716,6,3.0
694,28,1,2,0,1,2284,24,0.0
695,50,1,2,2,4,1236,6,3.0
696,29,1,2,0,1,1103,12,0.0
697,38,0,0,0,1,926,12,3.0
698,24,1,2,0,1,1800,18,0.0
699,40,1,3,2,1,1905,15,1.0
700,29,0,1,2,4,1123,12,2.0
701,46,1,2,1,1,6331,48,3.0
702,47,0,2,1,2,1377,24,0.0
703,41,1,2,0,2,2503,30,
704,32,0,2,0,1,2528,27,
705,35,0,2,1,4,5324,15,3.0
706,24,1,2,0,2,6560,48,3.0
707,25,0,2,2,1,2969,12,2.0
708,25,0,2,0,1,1206,9,0.0
709,37,1,1,0,1,2118,9,0.0
710,32,1,3,0,4,629,18,0.0
711,35,0,2,1,1,1198,6,1.0
712,46,1,3,0,0,2476,21,3.0
713,25,1,1,0,1,1138,9,0.0
714,27,1,3,0,1,14027,60,3.0
715,63,1,2,0,0,7596,30,3.0
716,40,1,2,0,0,3077,30,0.0
717,32,1,3,1,1,1505,18,0.0
718,31,1,2,0,0,3148,24,0.0
719,31,1,2,0,2,6148,20,3.0
720,34,1,3,0,1,1337,9,0.0
721,24,0,2,2,3,433,6,1.0
722,24,0,1,0,1,1228,12,3.0
723,66,0,1,0,4,790,9,0.0
724,21,0,2,2,1,2570,27,3.0
725,41,0,1,0,3,250,6,3.0
726,47,1,1,0,4,1316,15,0.0
727,25,0,2,2,1,1882,18,0.0
728,59,0,2,2,1,6416,48,
729,36,1,2,0,3,1275,24,
730,33,1,2,0,1,6403,24,0.0
731,21,1,1,2,1,1987,24,0.0
732,44,0,1,0,1,760,8,0.0
733,28,0,2,2,3,2603,24,3.0
734,37,0,2,0,1,3380,4,3.0
735,29,0,0,0,0,3990,36,
736,23,0,3,2,1,11560,24,3.0
737,35,1,1,0,2,4380,18,3.0
738,45,1,3,0,1,6761,6,3.0
739,26,0,1,2,2,4280,30,
740,32,1,2,0,2,2325,24,3.0
741,23,1,1,0,1,1048,10,0.0
742,41,1,2,0,0,3160,21,0.0
743,22,1,2,0,4,2483,24,2.0
744,30,1,3,0,0,14179,39,2.0
745,28,1,1,0,1,1797,13,
746,23,0,2,2,1,2511,15,3.0
747,37,0,1,0,1,1274,12,3.0
748,26,1,2,0,0,5248,21,3.0
749,33,1,2,0,1,3029,15,3.0
750,49,0,2,0,1,428,6,2.0
751,23,0,1,0,1,976,18,3.0
752,23,0,1,2,2,841,12,
753,25,0,2,0,1,5771,30,0.0
754,55,1,2,1,3,1555,12,
755,32,0,2,2,0,1285,24,3.0
756,74,1,0,0,1,1299,6,3.0
757,39,1,2,1,0,1271,15,0.0
758,31,1,2,0,1,1393,24,3.0
759,35,1,2,0,1,691,12,3.0
760,59,0,2,0,0,5045,15,3.0
761,24,0,2,2,1,2124,18,2.0
762,24,1,1,0,1,2214,12,0.0
763,30,1,3,1,0,12680,21,3.0
764,27,1,2,0,2,2463,24,3.0
765,40,1,1,0,1,1155,12,0.0
766,31,1,1,0,1,3108,30,2.0
767,31,0,2,2,0,2901,10,3.0
768,28,1,2,2,1,3617,12,2.0
769,63,1,1,0,1,1655,12,0.0
770,26,0,2,2,0,2812,24,3.0
771,25,0,3,0,1,8065,36,1.0
772,36,1,3,0,1,3275,21,3.0
773,52,1,2,0,2,2223,24,0.0
774,66,1,0,1,4,1480,12,3.0
775,25,0,2,2,0,1371,24,3.0
776,37,1,2,0,1,3535,36,3.0
777,25,0,2,0,1,3509,18,0.0
778,38,1,3,0,3,5711,36,3.0
779,67,0,2,0,1,3872,18,
780,25,1,2,0,1,4933,39,0.0
781,60,1,2,0,3,1940,24,3.0
782,31,1,1,0,1,1410,12,1.0
783,23,0,1,0,2,836,12,3.0
784,60,1,3,0,0,6468,20,3.0
785,35,1,1,0,3,1941,18,
786,40,1,2,0,4,2675,22,0.0
787,38,1,2,0,0,2751,48,3.0
788,50,1,2,1,1,6224,48,1.0
789,27,1,2,0,1,5998,40,1.0
790,39,0,2,0,1,1188,21,
791,41,1,3,0,0,6313,24,3.0
792,27,1,2,0,0,1221,6,2.0
793,51,1,2,1,1,2892,24,2.0
794,32,1,2,2,4,3062,24,2.0
795,22,0,2,2,2,2301,9,2.0
796,51,1,2,1,0,7511,18,3.0
797,22,0,1,2,1,1258,12,2.0
798,54,1,2,0,0,717,24,3.0
799,35,1,0,0,0,1549,9,3.0
800,54,1,2,1,1,1597,24,1.0
801,48,0,1,2,1,1795,18,0.0
802,24,0,2,0,1,4272,20,2.0
803,35,1,2,0,0,976,12,0.0
804,24,0,0,2,0,7472,12,3.0
805,24,1,2,0,1,9271,36,3.0
806,26,1,1,0,1,590,6,0.0
807,65,1,2,0,0,930,12,0.0
808,55,1,3,1,1,9283,42,3.0
809,26,0,0,2,1,1778,15,3.0
810,26,1,2,0,1,907,8,
811,28,1,1,0,1,484,6,0.0
812,24,1,2,0,1,9629,36,3.0
813,54,1,2,0,1,3051,48,
814,46,1,2,1,1,3931,48,3.0
815,54,0,2,2,1,7432,36,3.0
816,62,1,2,0,4,1338,6,
817,24,0,2,2,1,1554,6,0.0
818,43,1,3,0,1,15857,36,
819,26,1,2,0,1,1345,18,0.0
820,27,1,2,0,1,1101,12,3.0
821,24,1,2,0,1,3016,12,0.0
822,41,1,2,0,1,2712,36,2.0
823,47,1,1,0,1,731,8,3.0
824,35,1,3,0,1,3780,18,2.0
825,30,1,2,0,1,1602,21,3.0
826,33,0,2,2,1,3966,18,3.0
827,36,1,2,0,1,4165,18,
828,47,1,2,1,0,8335,36,3.0
829,38,1,2,1,0,6681,48,
830,44,1,2,0,4,2375,24,
831,23,0,2,2,1,1216,18,3.0
832,29,1,2,2,1,11816,45,
833,42,0,2,0,0,5084,24,0.0
834,25,0,1,0,1,2327,15,0.0
835,48,1,2,0,1,1082,12,3.0
836,21,0,2,0,0,886,12,0.0
837,23,0,1,2,1,601,4,2.0
838,63,1,2,0,1,2957,24,3.0
839,46,1,2,0,1,2611,24,0.0
840,29,1,2,0,1,5179,36,2.0
841,28,1,1,0,1,2993,21,3.0
842,23,0,2,0,1,1943,18,
843,50,1,2,0,1,1559,24,
844,47,1,2,0,1,3422,18,2.0
845,35,1,2,0,0,3976,21,2.0
846,68,1,2,2,0,6761,18,3.0
847,28,1,2,0,1,1249,24,3.0
848,59,1,2,0,1,1364,9,0.0
849,57,1,1,0,1,709,12,0.0
850,33,1,2,2,1,2235,20,3.0
851,43,1,2,0,0,4042,24,3.0
852,35,1,2,1,1,1471,15,0.0
853,32,1,1,1,1,1442,18,3.0
854,45,1,2,0,1,10875,36,3.0
855,33,1,2,0,2,1474,24,3.0
856,40,0,2,0,0,894,10,1.0
857,28,1,2,1,1,3343,15,2.0
858,29,0,2,0,1,3959,15,3.0
859,26,1,2,2,2,3577,9,3.0
860,27,1,2,0,3,5804,24,3.0
861,28,1,2,0,1,2169,18,
862,35,0,2,0,1,2439,24,0.0
863,32,1,1,0,3,4526,27,2.0
864,25,1,1,2,1,2210,10,2.0
865,20,0,2,2,4,2221,15,2.0
866,27,0,2,0,1,2389,18,0.0
867,42,1,2,0,1,3331,12,2.0
868,37,1,2,0,0,7409,36,
869,24,0,2,2,1,652,12,2.0
870,40,0,2,0,4,7678,36,2.0
871,46,1,2,0,1,1343,6,3.0
872,26,1,2,0,2,1382,24,
873,24,0,2,0,0,874,15,
874,29,1,1,0,1,3590,12,2.0
875,40,0,2,0,3,1322,11,3.0
876,36,1,3,1,1,1940,18,0.0
877,28,1,2,0,1,3595,36,0.0
878,27,1,3,1,1,1422,9,3.0
879,36,1,2,0,0,6742,30,0.0
880,38,1,3,0,1,7814,24,3.0
881,48,1,2,1,0,9277,24,3.0
882,36,1,2,0,0,2181,30,3.0
883,65,0,0,0,1,1098,18,0.0
884,43,1,2,0,1,4057,24,2.0
885,53,0,2,0,1,795,12,1.0
886,34,1,2,0,0,2825,24,
887,23,1,2,0,1,15672,48,
888,34,1,3,0,1,6614,36,3.0
889,40,1,2,2,0,7824,28,3.0
890,43,1,3,0,1,2442,27,
891,46,1,2,0,1,1829,15,0.0
892,38,1,1,0,1,2171,12,3.0
893,34,1,2,0,1,5800,36,3.0
894,29,1,2,0,0,1169,18,0.0
895,31,1,3,0,0,8947,36,3.0
896,28,0,3,2,1,2606,21,0.0
897,35,0,2,0,3,1592,12,2.0
898,33,0,1,2,0,2186,15,2.0
899,42,1,2,0,1,4153,18,2.0
900,43,1,2,2,1,2625,16,3.0
901,44,1,2,0,0,3485,20,3.0
902,42,1,2,1,0,10477,36,3.0
903,40,1,2,2,0,1386,15,0.0
904,36,1,3,0,1,1278,24,0.0
905,20,1,3,2,1,1107,12,0.0
906,24,1,1,0,0,3763,21,3.0
907,27,1,2,0,0,3711,36,1.0
908,46,0,1,0,1,3594,15,3.0
909,33,0,1,0,0,3195,9,3.0
910,34,0,2,0,1,4454,36,0.0
911,25,0,1,0,1,4736,24,2.0
912,25,0,2,0,0,2991,30,0.0
913,28,1,2,0,3,2142,11,
914,31,1,2,2,1,3161,24,
915,32,0,3,0,1,18424,48,
916,32,1,2,0,2,2848,10,3.0
917,68,1,3,0,1,14896,6,3.0
918,33,1,2,0,2,2359,24,2.0
919,39,1,3,2,1,3345,24,2.0
920,28,0,2,0,1,1817,18,2.0
921,37,1,3,0,4,12749,48,0.0
922,22,0,2,2,1,1366,9,0.0
923,30,1,2,2,1,2002,12,3.0
924,55,1,2,0,1,6872,24,2.0
925,46,1,2,0,1,697,12,3.0
926,21,0,2,2,1,1049,18,2.0
927,39,1,2,1,1,10297,48,3.0
928,58,1,2,0,0,1867,30,0.0
929,43,1,1,0,1,1344,12,3.0
930,24,1,1,0,1,1747,24,2.0
931,22,0,2,0,1,1670,9,0.0
932,30,1,2,0,1,1224,9,3.0
933,42,1,2,0,4,522,12,0.0
934,23,0,2,0,1,1498,12,0.0
935,30,1,3,0,2,1919,30,0.0
936,28,0,1,0,1,745,9,0.0
937,30,1,3,2,1,2063,6,0.0
938,42,1,2,1,1,6288,60,1.0
939,46,1,3,0,0,6842,24,3.0
940,45,1,3,0,0,3527,12,3.0
941,31,1,1,0,1,1546,10,3.0
942,31,1,2,0,0,929,24,2.0
943,42,1,1,0,1,1455,4,3.0
944,46,0,2,2,1,1845,15,2.0
945,30,0,2,0,4,8358,48,3.0
946,30,1,2,1,4,3349,24,2.0
947,38,1,3,0,0,2859,12,3.0
948,43,1,1,0,1,1533,18,2.0
949,31,1,2,0,2,3621,24,0.0
950,40,1,0,0,1,3590,18,
951,24,1,2,0,1,2145,36,
952,28,0,2,2,4,4113,24,3.0
953,26,0,3,0,1,10974,36,2.0
954,29,0,2,0,1,1893,12,3.0
955,57,0,3,2,3,1231,24,0.0
956,49,1,1,0,0,3656,30,0.0
957,37,1,1,0,1,1154,9,0.0
958,45,1,1,0,1,4006,28,3.0
959,30,1,2,1,2,3069,24,2.0
960,30,1,2,2,1,1740,6,0.0
961,47,1,2,0,1,2353,21,3.0
962,29,1,2,0,0,3556,15,3.0
963,35,1,2,0,4,2397,24,0.0
964,22,1,1,0,1,454,6,
965,26,0,2,0,0,1715,30,0.0
966,23,1,1,0,4,2520,27,0.0
967,54,0,3,2,1,3568,15,0.0
968,29,1,2,2,0,7166,42,0.0
969,40,1,1,0,1,3939,11,3.0
970,22,1,2,0,2,1514,15,
971,43,1,1,0,1,7393,24,3.0
972,29,0,0,2,1,1193,24,3.0
973,36,1,2,2,1,7297,60,
974,33,0,2,0,1,2831,30,0.0
975,57,0,1,0,4,1258,24,0.0
976,64,0,2,0,1,753,6,0.0
977,42,1,2,0,0,2427,18,
978,47,1,1,0,1,2538,24,3.0
979,25,1,2,2,2,1264,15,3.0
980,49,1,2,0,1,8386,30,2.0
981,33,1,3,2,1,4844,48,
982,28,0,3,0,2,2923,21,3.0
983,26,1,2,0,1,8229,36,3.0
984,30,1,1,0,1,2028,24,2.0
985,25,0,2,2,1,1433,15,2.0
986,33,1,2,0,1,6289,42,
987,64,0,2,0,2,1409,13,0.0
988,29,1,3,1,1,6579,24,3.0
989,48,1,1,0,1,1743,24,0.0
990,37,1,1,0,0,3565,12,1.0
991,34,1,1,0,2,1569,15,0.0
992,23,1,1,2,0,1936,18,0.0
993,30,1,3,0,1,3959,36,2.0
994,50,1,2,0,0,2390,12,3.0
995,31,0,1,0,1,1736,12,2.0
996,40,1,3,0,1,3857,30,3.0
997,38,1,2,0,1,804,12,0.0
998,23,1,2,1,1,1845,45,0.0
999,27,1,2,0,2,4576,45,3.0
